,,ZHEN DING,TECHNOLOGY HOLDING LIMITED,,,
,,114年3月31日,,113年12月31日,,113年3月31日
流動資產,,"$ 128,742,981",,"$ 132,508,624",,"$ 112,651,696"
非流動資產,,"137,001,056 133,484,668 130,631,660
(73,605,796) (69,204,250) (62,029,213)
(41,151,182) (44,765,432) (42,602,470)
$ 150,987,059 $ 152,023,610 $ 138,651,673",,,,
流動負債,,,,,,
非流動負債,,,,,,
淨資產總額,,,,,,
,,,"$ 34,752,088 $ 31,665,983",,,
"占關聯企業淨資產之份
額",,"$ 34,061,200",,,,
其他,,"5,130 5,301 -
$ 34,066,330 $ 34,757,389 $ 31,665,983",,,,
關聯企業帳面價值,,,,,,
