項 目,一一四年第一季,一一三年第一季
"營業活動之現金流量：
繼續營業單位稅前淨利
調整項目：
不影響現金流量之收益費損項目：
折舊費用
攤銷費用
預期信用減損損失(利益)
透過損益按公允價值衡量金融資產及負債之淨損失(利益)
利息費用
除列按攤銷後成本衡量金融資產淨損失
利息收入
股利收入
股份基礎給付酬勞成本
採用權益法認列之關聯企業及合資損益之份額
處分及報廢不動產、廠房及設備損失(利益)
不動產、廠房及設備轉列費用數
與營業活動相關之資產/負債變動數：
強制透過損益按公允價值衡量之金融資產
應收票據
應收帳款
應收帳款－關係人
其他應收款
存貨
預付款項
其他流動資產
其他非流動資產－其他
合約負債
應付帳款
應付帳款－關係人
其他應付款
其他應付款－關係人
其他流動負債
淨確定福利負債
其他非流動負債－其他
營運產生之現金流入
收取之利息
收取之股利
支付之利息
支付之所得稅
營業活動之淨現金流入
投資活動之現金流量：
取得透過其他綜合損益按公允價值衡量之金融資產
處分透過其他綜合損益按公允價值衡量之金融資產
透過其他綜合損益按公允價值衡量之金融資產減資退回股款
取得按攤銷後成本衡量之金融資產
按攤銷後成本衡量之金融資產到期還本
取得採用權益法之投資
對子公司之收購(扣除所取得之現金)
取得不動產、廠房及設備
處分不動產、廠房及設備
存出保證金增加
取得無形資產
應收融資租賃款減少
投資活動之淨現金流出
籌資活動之現金流量：
短期借款增加
存入保證金增加(減少)
租賃負債本金償還
發放現金股利
取得子公司股權
非控制權益變動
其他籌資活動
籌資活動之淨現金流出
匯率變動對現金及約當現金之影響
本期現金及約當現金減少數
期初現金及約當現金餘額
期末現金及約當現金餘額","$ 34,553,192
3,322,338
2,292,581
609
148,157
195,566
-
(2,839,752)
(1,536,293)
517,164
(77,865)
39
566
1,483,136
-
(34,844,798)
(58,773)
(4,765,668)
3,801,878
320,839
1,394,232
2,571,919
241,689
133,073
(101,569)
(18,431,437)
718
18,794,084
(44,951)
(1,109,289)
5,961,385
2,672,966
5,005,595
(193,123)
(23,863)
13,422,960
(2,106,532)
781,109
10,341
(2,049,129)
2,978,781
(594,990)
(23,244)
(3,168,779)
12,101
(83,312)
(3,471,699)
181,973
(7,533,380)
30,300,000
3,631
(221,818)
(46,222,924)
-
-
1,056
(16,140,055)
2,243,629
(8,006,846)
203,695,892
$ 195,689,046","$ 35,669,623
3,049,368
1,911,640
(52,490)
(763,396)
58,111
72,792
(2,297,793)
(639,566)
172,895
(126,795)
(2,005)
-
(1,461,097)
1,346
1,758,312
(22,943)
(323,352)
(6,140,844)
(1,030,166)
(647,647)
394,216
704,436
1,088,661
128,849
(9,454,744)
27,690
5,071,862
(6,065)
(4,072,481)
23,068,417
1,996,312
635,814
(66,508)
(430,233)
25,203,802
(367,742)
1,458,929
59,765
(15,797,001)
2,670,900
-
-
(3,275,873)
2,499
(446,359)
(2,757,862)
181,973
(18,270,771)
5,620,000
(24,683)
(215,307)
(39,159,180)
(223,665)
102,498
19,837
(33,880,500)
4,896,731
(22,050,738)
165,396,010
$ 143,345,272"
