本期期末累計自台灣匯出赴大陸地區投資金額,經濟部投審會核准投資金額,依經濟部投審會規定赴大陸地區投資限額
"$ 24,572,252
USD 740,016","$ 31,222,610
USD 940,298","$ 232,661,756"
