"大陸被投資
公司名稱
(註2)","主要營業
項 目","實 收
資本額","投資
方式
(註1)","本期期初自
台灣匯出累
積投資金額","本期匯出或
收回投資金額",,"本期期末自
台灣匯出累
積投資金額","被 投 資
公 司
本期損益","本公司直接
或間接投資
之持股比例","本期認列
投資損益
(註2)","期末投
資帳面
價 值","截至本期
止已匯回
投資收益"
,,,,,匯出,收回,,,,,,
"本公司
達豐(上海)電腦有限公
司(二)(1)(註4)
達功(上海)電腦有限公
司(二)(1)
達群(上海)電腦有限公
司(二)(1)
達利(上海)電腦有限公
司(二)(1)
達人(上海)電腦有限公
司(二)(1)
達偉(上海)物流倉儲有
限公司(二)(1)
達豐(重慶)電腦有限公
司(二)(1)
達偉(重慶)物流倉儲有
限公司(二)(3)
達富電腦(常熟)有限公
司(二)(1)
達功(重慶)電腦有限公
司(二)(1)
研精舍(上海)精密機械
加工有限公司(二)(1)
雲達(重慶)科技有限公
司(二)(1)
東莞雙營光電科技有限
公司(二)(3)
雲達研創(北京)科技有
限公司(二)(1)
展運(上海)電子有限公
司(二)(1)
賢富金屬製品(上海)有
限公司(二)(3)
廣明光電(股)公司
達研(上海)光電有限公
司(二)(1)
達明機器人(上海)有限
公司(二)(1)
廣達創業投資(股)公司
廣晟(天津)科技有限公
司(二)(3)","電腦及周邊設備之製造
及銷售
電腦及周邊設備之製造
及銷售
電腦及周邊設備之買賣
及維修
筆記型電腦維修
電腦及周邊設備之製造
及銷售
倉儲服務
電腦加工、製造及銷售
倉儲服務
電腦及移動通訊周邊儲
存裝置及相關零組件之
製造及銷售
電腦及移動通訊周邊儲
存裝置及相關零組件之
製造及銷售
精密機械及其配件及金
屬模具之生產及銷售
伺服器及交換機之買賣
光學儀器及電子零組件
製造及銷售
軟體技術開發、諮詢、
服務及伺服器、交換機
買賣
電腦及周邊產品零配件
製造及銷售
電腦及周邊產品零配件
製造及銷售
電腦周邊儲存裝置及相
關零組件之製造及銷售
工業用協作機器人及相
關零組件之維修及銷售
計算機軟件開發及相關
諮詢與技術服務；計算
機軟硬件及電子產品之
銷售","3,986,260
4,253,561
741,800
265,745
328,835
315,448
9,895,090
166,025
8,964,686
1,660,250
597,690
33,205
89,741
4,626
2,756,015
239,076
664,100
132,820
69,387","(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)
(二)","2,035,778
3,876,519
791,873
262,320
325,409
315,448
9,895,090
166,025
8,964,686
1,660,250
261,987
33,205
23,129
4,626
2,944,287
45,424
664,100
132,820
13,877","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","2,035,778
3,876,519
791,873
262,320
325,409
315,448
9,895,090
166,025
8,964,686
1,660,250
261,987
33,205
23,129
4,626
2,944,287
45,424
664,100
132,820
13,877","(207,888)
1,023,489
33,833
(4,057)
9,909
5,384
739,762
2,662
158,628
17,869
7,093
14,462
2,369
221
(3,536)
(267)
17,332
2,987
-","100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
100.00%
25.77%
100.00%
100.00%
100.00%
100.00%
100.00%
20.00%","(207,888)
1,023,489
33,833
(4,057)
9,909
5,384
739,762
2,662
158,628
17,869
7,093
14,462
157
221
(3,536)
(267)
17,332
2,987
-","12,039,781
16,569,174
2,538,885
1,812,305
1,007,054
1,003,310
34,932,514
410,111
1,753,214
2,375,734
1,260,785
366,504
7,722
8,764
104,434
328,362
1,589,955
29,082
-","2,349,772
15,248,940
956
13,628
47,601
-
-
-
-
-
-
-
-
-
-
-
3,358,957
-
-"
