,FIH MOBILE LIMITED,
,114年1月1日至3月31日,113年1月1日至3月31日
"營業活動之淨現金流出
投資活動之淨現金流出
籌資活動之淨現金流入",,
"匯率變動對現金及約當現金之影響
本期現金及約當現金減少數",,
"期初現金及約當現金餘額
期末現金及約當現金餘額",,
,"$ 46,664,200","$ 53,743,175"
