公司名稱,"本期期末累計自台灣匯出
赴大陸地區投資金額
(外幣為千元)","經濟部投審會核准
投資金額
(外幣為千元)","依經濟部投審會規定
赴大陸地區投資限額(註3)"
"本公司
廣明光電(股)公司
廣達創業投資(股)公司","31,606,057
(USD 951,846 )
796,920
(USD 24,000 )
13,877
(USD 436 )","39,850,161
(USD 1,200,125 )
830,125
(USD 25,000 )
1,068,339
(USD 32,174 )","-
-
1,317,275"
