項 目,"一一四年一月一日
至三月三十一日","一一三年一月一日
至三月三十一日"
"營業活動之現金流量：
本期稅前淨利
調整項目：
折舊費用
攤銷費用
預期信用減損利益數
透過損益按公允價值衡量之金融資產及負債淨損失
利息費用
利息收入
股利收入
股份基礎給付酬勞成本
採用權益法認列之關聯企業及合資損失(利益)之份額
處分不動產、廠房及設備利益
處分採用權益法之投資損失
金融資產及負債兌換損失
遞延政府補助攤銷
收益費損項目合計
與營業相關之資產/負債變動數：
透過損益按公允價值衡量之金融資產及負債
合約資產
應收帳款
其他應收款
存貨
預付款項
其他流動資產
履行合約成本
合約負債
應付帳款
其他應付款
其他流動負債
淨確定福利負債
其他非流動負債-其他
營運產生之現金流入
收取之利息
收取之股利
支付之利息
支付之所得稅
營業活動之淨現金流入","$ 9,346,571
13,426,861
701,281
(2,406)
564,708
386,155
(605,314)
(3,375)
209,832
207,888
(19,629)
8
186,414
(345,387)
14,707,036
19,613
288,227
(1,049,440)
133,076
705,658
471,595
(240)
(261,576)
365,511
1,538,635
(2,424,655)
351,938
(380,732)
5,258
23,816,475
631,109
130,289
(167,503)
(584,665)
23,825,705","$ 12,720,884
10,257,846
627,800
(45,530)
428,142
395,087
(1,071,136)
(3,929)
278,092
(100,642)
(32,831)
-
716,312
(283,430)
11,165,781
(418,632)
160,778
(822,752)
(834,051)
1,351,616
(83,243)
(17,873)
168,708
173,719
(114,186)
(2,073,705)
(691,550)
(546,055)
3,946
20,143,385
997,629
85,748
(154,224)
(252,667)
20,819,871"
