,,114年3月31日,,113年12月31日,,113年3月31日
,,帳面金額,,帳面金額,,帳面金額
土地及土地使用權,,"$ 29,487,979 $ 28,807,578 $ 25,297,780
29,430,018 26,264,315 19,435,311
400,240 422,223 716,453",,,,
房屋及建築,,,,,,
其他設備,,,,,,
,,"$ 59,318,237",,"$ 55,494,116",,"$ 45,449,544"
