FOXCONN IN,TERCONNECT TECHNOLOGY LIMITED,
114年3月31日,,113年3月31日
,,"$ 102,260,503"
,,"62,559,243"
,,"(66,275,930)"
,,"(22,046,415)"
,,"$ 76,497,401"
