帳列應收款項之公司,交 易 對 象 名 稱,關 係,"應 收 關 係 人
款 項 餘 額
（ 外 幣 為 仟 元 ）","週 轉 天 數
（ 註 一 ）",逾 期 應 收 關 係 人 款 項,,"應 收 關 係 人 款 項
期 後 收 回 金 額","提 列 備 抵
呆 帳 金 額"
,,,,,金 額,處 理 方 式,,
"台積公司
TSMC North America
台積電中國子公司
台積電南京子公司
TSMC Technology
TSMC Washington","TSMC North America
TSMC Arizona
GUC
台積公司
台積電南京子公司
台積公司
台積公司
台積公司
TSMC Development","子 公 司
子 公 司
台積公司之關聯企業
母 公 司
同一母公司
母 公 司
最終母公司
最終母公司
母 公 司","$ 137,703,222
237,141
340,128
( USD 10,630 )
2,237,990
( USD 505,218 )
39,258,965
( RMB 8,862,469 )
5,444,139
( RMB 1,228,993 )
657,940
( USD 20,563 )
369,386
( USD 11,544 )
468,380
( USD 14,638 )","32
（註二）
9
32
（註二）
26
（註二）
22
（註二）","$ 13,975
-
-
-
-
-
-
-
-","－
－
－
－
－
－
－
－
－","$ -
-
-
-
-
-
-
-
-","$ -
-
-
-
-
-
-
-
-"
