"編號
(註1)","貸出資金
之 公 司","貸與
對象","往來
科目","是否為
關係人","本期最
高餘額
(外幣為千元)","期末
餘額
(外幣為千元)","實際動
支金額
(外幣為千元)","利率
區間","資金貸
與性質
(註2)","業務往
來金額","有短期融
通資金必
要之原因","提列備
抵損失
金 額",擔 保 品,,"對個別對象
資金貸與
限額(註3)","資金貸與總
限額(註3)"
,,,,,,,,,,,,,名稱,價值,,
0,本公司,"QCH INC., A
NEVADA
CORP.","其他應
收款",是,"175,986,500
(USD 5,300,000)(","175,986,500
USD 5,300,000)","69,561,954
(USD 2,094,924)",-,1,"603,355,084",業務往來,-,,-,"192,863,542","192,863,542"
