,富士康工業互聯,網股份有限公司
,114年1月1日至3月31日,113年1月1日至3月31日
"營業活動之淨現金流入
投資活動之淨現金流出
籌資活動之淨現金流入(流出)",,
"匯率變動對現金及約當現金之影響
本期現金及約當現金增加(減少)數",,
"期初現金及約當現金餘額
期末現金及約當現金餘額",,
,"$ 314,052,804","$ 348,230,147"
