,,114年3月31日,,113年12月31日,,113年3月31日
遞延政府補助收入,,"$ 4,557,778",,"$ 4,767,979
1,012,404
1,377,086",,"$ 5,663,964
967,872
1,429,950"
應計退休金負債,,"809,161
1,380,576",,,,
預收租金,,,,,,
應付所得稅,,"1,764,524 - -
6,125,095 6,451,724 6,363,332",,,,
其他負債－其他,,,,,,
,,"$ 14,637,134 $ 13,609,193 $ 14,425,118",,,,
