,,114年3月31日,,113年12月31日,,113年3月31日
應收退稅款,,"$ 22,872,675
4,171,752",,"$ 25,620,646",,"$ 29,483,401
8,066,697"
應收利息,,,,"4,970,693",,
應收政府補助款,,"1,243,034",,"1,217,211",,"1,765,776"
其他,,"13,723,570 12,362,059 11,875,102
$ 42,011,031 $ 44,170,609 $ 51,190,976",,,,
,,,,,,
