,FOXCONN INTERCONNECT TECHNOLOGY LIMITED,
,114年1月1日至3月31日,
"營業活動之淨現金流入
投資活動之淨現金流出
籌資活動之淨現金流入",,
"匯率變動對現金及約當現金之影響
本期現金及約當現金增加數",,
"期初現金及約當現金餘額
期末現金及約當現金餘額",,
,"$ 40,272,851","$ 43,355,272"
