,,114年3月31日,,113年12月31日,,113年3月31日
"預收代購原物料及設備款
存入保證金",,"$ 47,261,777
19,138,464
33,768,709",,"$ 44,054,692",,"$ 40,552,040"
,,,,"22,345,725",,"27,346,784"
"合約負債
其他",,,,"30,060,655",,"30,023,520"
,,"4,241,724",,"4,732,560",,"5,625,638"
,,"$ 104,410,674",,"$ 101,193,632",,"$ 103,547,982"
