"大陸被投資
公 司 名 稱",主 要 營 業 項 目,"實 收 資 本 額
（外幣為仟元）",投資方式,"本 期 期 初
自 台 灣 匯 出
累 積 投 資 金 額
（外幣為仟元）",本 期 匯 出 或 收 回 投 資 金 額,,"本 期 期 末
自 台 灣 匯 出
累 積 投 資 金 額
（外幣為仟元）","被 投 資 公 司
本 期 （ 損 ） 益","本公司直接
或間接投資
之持股比例","本 期 認 列
投 資 （ 損 ） 益","期 末 投 資
帳 面 金 額","截至本期止已匯
回 投 資 收 益"
,,,,,匯 出,收 回,,,,,,
"台積電中國子
公司
台積電南京子
公司","積體電路及其他半
導體裝置之製
造、銷售、測試與
電腦輔助設計
積體電路及其他半
導體裝置之製
造、銷售、測試與
電腦輔助設計","$ 18,939,667
( RMB 4,502,080 )
30,521,412
( RMB 6,650,119 )","（註一）
（註一）","$ 18,939,667
( USD 596,000 )
30,521,412
( USD 1,000,000 )","$ -
-","$ -
-","$ 18,939,667
( USD 596,000 )
30,521,412
( USD 1,000,000 )","$ 2,649,852
8,149,021","100%
100%","$ 2,668,728
（註二）
8,153,081
（註二）","$ 100,215,319
97,777,531","$ -
-"
