項 目,"一一四年一月一日
至三月三十一日","一一三年一月一日
至三月三十一日"
"投資活動之現金流量：
取得透過損益按公允價值衡量之金融資產
處分透過損益按公允價值衡量之金融資產
透過其他綜合損益按公允價值衡量之金融資產減資退回股款
取得按攤銷後成本衡量之金融資產
按攤銷後成本衡量之金融資產到期還本
取得採用權益法之投資
取得不動產、廠房及設備
處分不動產、廠房及設備
存出保證金增加
存出保證金減少
取得無形資產
與資產取得相關之政府補助款
其他非流動資產增加
其他非流動資產減少
投資活動之淨現金流出
籌資活動之現金流量：
短期借款增加
短期借款減少
公司債發行成本
償還公司債
舉借長期借款
償還長期借款
存入保證金增加
存入保證金減少
租賃本金償還
非控制權益變動
其他
籌資活動之淨現金流出
匯率變動對現金及約當現金之影響
本期現金及約當現金增加(減少)數
期初現金及約當現金餘額
期末現金及約當現金餘額","$ (236,992)
49,366
160,659
(2,004,570)
2,256,050
-
(14,152,674)
31,667
(3,339)
703
(328,987)
3,722,471
(49)
38
(10,505,657)
5,960,000
(7,975,000)
-
-
1,300,000
(12,302,686)
653
(548,651)
(211,427)
1,168
(146)
(13,776,089)
1,809,572
1,353,531
105,000,226
$ 106,353,757","$ (381,038)
99,668
-
(261,463)
1,000,000
(533,973)
(28,497,609)
49,487
(566,358)
30,256
(845,526)
-
(8,079)
-
(29,914,635)
8,450,000
(10,850,000)
(30)
(2,100,000)
5,663,080
(7,150,934)
2,098
(284,020)
(168,772)
-
(330)
(6,438,908)
2,411,317
(13,122,355)
132,553,615
$ 119,431,260"
