,,114年3月31日,,113年12月31日,,113年3月31日
不動產、廠房及設備,,"$ 21,800,880",,"$ 25,236,804",,"$ 17,147,778"
"透過損益按公允價值衡量
之金融資產",,"4,346,473",,"4,763,426
1,531,949
4,310,169",,"4,700,494"
"透過其他綜合損益按公允
價值衡量之金融資產",,"1,551,571",,,,"2,908,261"
採用權益法之投資,,"28,811,000",,,,"16,045,788"
,,"$ 56,509,924",,"$ 35,842,348",,"$ 40,802,321"
